Ziagenavir ; Abacavir ; 
Amphocil ; Anfotericina B ; 
Anforicin ; Anfotericina B ; 
Anforicin B ; Anfotericina B ; 
Funtex B ; Anfotericina B ; 
Unianf ; Anfotericina B ; 
Clorid. Tetraciclina+Anfotericina B ; Anfotericina B + Cloridrato De Tetraciclina ; 
Cloridrato de Tetraciclina + Anfotericina B ; Anfotericina B + Cloridrato De Tetraciclina ; 
Tericin AT ; Anfotericina B + Cloridrato De Tetraciclina ; 
Cloridrato de Tetraciclina + Anfotericina B ; Anfotericina B + Cloridrato De Tetraciclina ; 
Cloridrato de Tetraciclina + Anfotericina B ; Anfotericina B + Cloridrato De Tetraciclina ; 
Fungitrin ; Anfotericina B + Cloridrato De Tetraciclina ; 
Gino-Teracin ; Anfotericina B + Cloridrato De Tetraciclina ; 
Novasutin ; Anfotericina B + Cloridrato De Tetraciclina ; 
Tricocilin B ; Anfotericina B + Cloridrato De Tetraciclina ; 
Ecalta ; Anidulafungina ; 
Anidulafungina ; Anidulafungina ; 
Press Plus ; Anlodipino + Benazepril ; 
Vacina Quadr. Rec. Papiloma Vírus Hum. ; Anticorpos ; 
Adacel Polio ; Anticorpos ; 
Nikkho-Vac ; Anticorpos ; 
Rotarix ; Anticorpos ; 
Vacina ADS Difteria + Tétano + Pertussis A ; Anticorpos ; 
Vacina Adsorvida Meningocócica C ; Anticorpos ; 
Vacina Combinada Hepatite A/B Pediátrico ; Anticorpos ; 
Vacina Combinada Sarampo, Caxumba e Rubéola ; Anticorpos ; 
Vacina Combinante DTPA ; Anticorpos ; 
Vacina Combinante DTPA IPV/HB ; Anticorpos ; 
Vacina Combinante DTPA P/REF IPV (DTPA IPV) ; Anticorpos ; 
Vacina Combinante DTPA para reforço ; Anticorpos ; 
Vacina Conjugada Meningocócica Grupo C ; Anticorpos ; 
Vacina Conjugada Pneumo + Hemófilos SG ; Anticorpos ; 
Vacina Contra Herpes Zoster (Atenuada) ; Anticorpos ; 
Vacina Contra RotavÍrus, Vivo, Oral, Pentavalente ; Anticorpos ; 
Vacina Febre Tifóide Polissacarideo ; Anticorpos ; 
Vacina Influenza ; Anticorpos ; 
Vacina Influenza (Fragmentada e Inativada) ; Anticorpos ; 
Vacina Influenza (Fragmentada e Inativada) Cepas ; Anticorpos ; 
Glucantime ; Antimoniato De Meglumina ; 
Kybernin P ; Antitrombina Iii ; 
Vacina Adsorvida Meningocócica B Recombinante ; Antígeno De Superfície Da Hepatite B Recombinante ; 
Vacina Contra Hepatite B (Recombinante) - GSK ; Antígeno De Superfície Da Hepatite B Recombinante ; 
Eliquis ; Apixabana ; 
Emend ; Aprepitanto ; 
Nervocalm ; Argentum Nitricum + Associações ; 
Ornitargin ; Arginina + Citrulina + Ornitina ; 
Abilify ; Aripiprazol ; 
Aripiprazol ; Aripiprazol ; 
Aripiprazol ; Aripiprazol ; 
Aripiprazol ; Aripiprazol ; 
Aripiprazol ; Aripiprazol ; 
Aristab  ; Aripiprazol ; 
Confilify ; Aripiprazol ; 
Arnica Gel - Herbarium ; Arnica Montana ; 
Arnica Gotas - Almeida Prado ; Arnica Montana ; 
Arnica Montana 6CH - Almeida Prado ; Arnica Montana ; 
Arnica Montana D1 - Almeida Prado ; Arnica Montana ; 
Arnica Simões ; Arnica Montana ; 
Tintura de Arnica Hemafarma ; Arnica Montana ; 
Arnica Hertz ; Arnica Montana ; 
Arnica Montana - As Ervas Curam ; Arnica Montana ; 
Arnica Montana - Herdade Martins ; Arnica Montana ; 
Arnica Weleda  ; Arnica Montana ; 
Creme de Arnica ; Arnica Montana ; 
Traumeel S ; Arnica Montana D2 + Associção ; 
Água Rabelo ; Aroeira + Hortelã + Eucalipto ; 
Elspar ; Asparaginase ; 
Hepa Merz ; Aspartato De Ornitina ; 
Reforgan ; Aspartato De Arginina ; 
Targifor ; Aspartato De Arginina ; 
Forvital ; Aspartato De Arginina ; 
Targidril C ; Aspartato De Arginina ; 
Taurargin ; Aspartato De Arginina ; 
Ansiopax ; Associações Fitoterápicas ; 
Apis mellifica 6CH Boiron ; Associações Fitoterápicas ; 
Aplause ; Associações Fitoterápicas ; 
Belly ; Associações Fitoterápicas ; 
Biosomnus ; Associações Fitoterápicas ; 
Borax 6CH Boiron ; Associações Fitoterápicas ; 
Bromelin S ; Associações Fitoterápicas ; 
Calcitotal ; Associações Fitoterápicas ; 
Castanha da Índia - Belfar ; Associações Fitoterápicas ; 
Complexo Homeopático Hamamelis Nº21 ; Associações Fitoterápicas ; 
Coryzalia ; Associações Fitoterápicas ; 
Figatil ; Associações Fitoterápicas ; 
Fletop ; Associações Fitoterápicas ; 
Funchicórea ; Associações Fitoterápicas ; 
Gotas Preciosas ; Associações Fitoterápicas ; 
Mederma ; Associações Fitoterápicas ; 
Natulaxe ; Associações Fitoterápicas ; 
Olina Essência de Vida ; Associações Fitoterápicas ; 
Penemonex ; Associações Fitoterápicas ; 
Pomada Imescard ; Associações Fitoterápicas ; 
Atenolol ; Atenolol ; 
Atenopress ; Atenolol ; 
Ablok ; Atenolol ; 
Angipress ; Atenolol ; 
Ateneum ; Atenolol ; 
Atenobal ; Atenolol ; 
Atenol ; Atenolol ; 
Atenolab ; Atenolol ; 
Atenolol ; Atenolol ; 
Atenolol ; Atenolol ; 
Atenolol ; Atenolol ; 
Atenolol ; Atenolol ; 
Atenolol ; Atenolol ; 
Atenolol ; Atenolol ; 
Atenolol ; Atenolol ; 
Atenolol ; Atenolol ; 
Atenolol ; Atenolol ; 
Atenolol ; Atenolol ; 
Atenolol ; Atenolol ; 
Atenolol ; Atenolol ; 
Betalor ; Atenolol + Besilato De Anlodipino ; 
Anaten ; Atenolol + Besilato De Anlodipino ; 
Atenolol + Clortalidona ; Atenolol + Clortalidona ; 
Ablok Plus ; Atenolol + Clortalidona ; 
Angipress CD ; Atenolol + Clortalidona ; 
Atenolol + Clortalidona ; Atenolol + Clortalidona ; 
Atenolol + Clortalidona ; Atenolol + Clortalidona ; 
Atenolol + Clortalidona ; Atenolol + Clortalidona ; 
Atenolol + Clortalidona ; Atenolol + Clortalidona ; 
Atenolol + Clortalidona ; Atenolol + Clortalidona ; 
Atenolol + Clortalidona ; Atenolol + Clortalidona ; 
Betacard Plus ; Atenolol + Clortalidona ; 
Diublok ; Atenolol + Clortalidona ; 
Telol C ; Atenolol + Clortalidona ; 
Tenoretic ; Atenolol + Clortalidona ; 
Atelidona ; Atenolol + Clortalidona ; 
Atenoclor ; Atenolol + Clortalidona ; 
Atenolol + Clortalidona ; Atenolol + Clortalidona ; 
Atenorese ; Atenolol + Clortalidona ; 
Atenoric ; Atenolol + Clortalidona ; 
Atorvastatina Cálcica ; Atorvastatina Cálcica ; 
Ateroma ; Atorvastatina Cálcica ; 
Atorless ; Atorvastatina Cálcica ; 
Atorvastatina Cálcica ; Atorvastatina Cálcica ; 
Atorvastatina Cálcica ; Atorvastatina Cálcica ; 
Atorvastatina Cálcica ; Atorvastatina Cálcica ; 
Atorvastatina Cálcica ; Atorvastatina Cálcica ; 
Atorvastatina Cálcica ; Atorvastatina Cálcica ; 
Atorvastatina Cálcica ; Atorvastatina Cálcica ; 
Atorvastatina Cálcica ; Atorvastatina Cálcica ; 
Atorvastatina Cálcica ; Atorvastatina Cálcica ; 
Atorvastatina Cálcica ; Atorvastatina Cálcica ; 
Atorvastatina Cálcica ; Atorvastatina Cálcica ; 
Atorvastatina Cálcica ; Atorvastatina Cálcica ; 
Citalor ; Atorvastatina Cálcica ; 
Corastorva ; Atorvastatina Cálcica ; 
Kolevas ; Atorvastatina Cálcica ; 
Lipistat ; Atorvastatina Cálcica ; 
Lípitor ; Atorvastatina Cálcica ; 
Vast ; Atorvastatina Cálcica ; 
Atropina ; Atropina ; 
Atrofarma ; Atropina ; 
Atropion ; Atropina ; 
Hytropin ; Atropina ; 
Novaton ; Atropina ; 
Pasmodex ; Atropina ; 
Santropina ; Atropina ; 
Sulfato de Atropina ; Atropina ; 
Bonaven ; Aveia Coloidal ; 
Axetilcefuroxima ; Axetilcefuroxima ; 
Zinnat ; Axetilcefuroxima ; 
Axetilcefuroxima ; Axetilcefuroxima ; 
Axetilcefuroxima ; Axetilcefuroxima ; 
Axetilcefuroxima ; Axetilcefuroxima ; 
Inlyta ; Axitinibe ; 
Vidaza ; Azacitidina ; 
Imuran ; Azatioprina ; 
Imussuprex ; Azatioprina ; 
Azatioprina ; Azatioprina ; 
Imunen ; Azatioprina ; 
Edarbi ; Azilsartana Medoxomila Potássica ; 
Azitromicina ; Azitromicina ; 
Zimicina ; Azitromicina ; 
Astro ; Azitromicina ; 
Azi ; Azitromicina ; 
Azitromicina ; Azitromicina ; 
Azitromicina ; Azitromicina ; 
Azitromicina ; Azitromicina ; 
Azitromicina ; Azitromicina ; 
Azitromicina ; Azitromicina ; 
Clindal AZ ; Azitromicina ; 
Zitromax IV ; Azitromicina ; 
Azimed ; Azitromicina ; 
Azinostil ; Azitromicina ; 
Azitrax ; Azitromicina ; 
Azitrax Gu ; Azitromicina ; 
Azitrin ; Azitromicina ; 
Azitrogan ; Azitromicina ; 
Azitrolab ; Azitromicina ; 
Azitromed ; Azitromicina ; 
Azitromicil ; Azitromicina ; 
Selimax Pulso ; Azitromicina Di-Hidratada ; 
Astro IV ; Azitromicina Di-Hidratada ; 
Azicin ; Azitromicina Di-Hidratada ; 
Azitrimicina Di-Hidratada ; Azitromicina Di-Hidratada ; 
Azitromicina ; Azitromicina Di-Hidratada ; 
Azitromicina ; Azitromicina Di-Hidratada ; 
Azitromicina Di-Hidratada ; Azitromicina Di-Hidratada ; 
Azitromicina Di-Hidratada ; Azitromicina Di-Hidratada ; 
Azitromicina Di-Hidratada ; Azitromicina Di-Hidratada ; 
Azitromicina Di-Hidratada ; Azitromicina Di-Hidratada ; 
Selimax ; Azitromicina Di-Hidratada ; 
Tromizir ; Azitromicina Di-Hidratada ; 
Zidimax ; Azitromicina Di-Hidratada ; 
Zitrobiol ; Azitromicina Di-Hidratada ; 
Zitromax ; Azitromicina Di-Hidratada ; 
Azanem ; Aztreonam ; 
Azeus ; Aztreonam ; 
Aztreonam ; Aztreonam ; 
Clearlens Solucão Conservadora ; Ac Hialuron + Edetato Diss + Clor Polixeh Biguanida ; 
E Tabs ; Acetato De Alfatocoferol ; 
Vitamina E - Belfar ; Acetato De Alfatocoferol ; 
Regenom ; Acetato De Retinol + Cloranfenicol + Metionina + Aminoácidos ; 
Epitezan ; Acetato De Retinol + Metionina + Aminoácidos + Cloranfenicol ; 
Glypressin ; Acetato De Terlipressina ; 
Beneproct ; Acetato Hidrocortisona + Associações ; 
Nervoheel N ; Acidum Phosphoricum D4 + Associação ; 
Gripp Heel ; Aconitum Napellus D4 + Associação ; 
Plusage ; Acrysorb Copolímero ; 
Diamin ; Alanil-L-Glutamina ; 
Pó Pelotense ; Alantoína + Triclosano + Óxido De Zinco ; 
Prinachol ; Alcachofra + Boldo ; 
Polytar com Proteínas ; Alcatrão Vegetal E Mineral + Óleo De Cade ; 
Demelan ; Alfa-Arbutina + Ácido Kójico + Ácido Glicólico ; 
Pergoveris ; Alfafolitropina + Alfalutropina ; 
Myozyme ; Alfaglicosidase ; 
Alfainteferona 2 A (Isento Icms) - Blausiegel ; Alfainterferona 2a ; 
Alfainterferona 2A ; Alfainterferona 2a ; 
Interferon Alfa 2 A Humano Recombinante ; Alfainterferona 2a ; 
Roferon A ; Alfainterferona 2a ; 
Luveris ; Alfalutropina ; 
Acetofenido de Algestona + Enantato de Estradiol ; Algestona + Estradiol ; 
Acetofenido de Algestona + Enantato de Estradiol ; Algestona + Estradiol ; 
Regulador Xavier ; Algodoeiro + Belladona + Cálcio + Viburno ; 
Radiaplex ; Aloe Barbadensis ; 
Uremax 10 ; Aloe Vera ; 
Aloax Gel ; Aloe Vera ; 
Dermogine ; Aloe Vera ; 
Probek S ; Aloe Vera ; 
Solarcaine ; Aloe Vera ; 
Annloe ; Aloe Vera + Alantoína + Pentav + Chá Verde ; 
Urografina ; Amidotrizoatos + Meglumina ; 
Diurisa ; Amilorida + Furosemida ; 
Regencel ; Aminoácidos + Cloranfenicol + Metionina + Vitamina A ; 
Limbitrol ; Amitriptilina + Clordiazepóxido ; 
Tossilerg ; Amonio + Difenidramina ; 
Optacilin ; Ampicilina Benzátina + Ampicilina Sódica ; 
Assepium ; Amônio + Guaifenesina + Sulfametoxazol + Trimetoprima ; 
Arnica do Mato - As Ervas Curam ; Arnica Do Mato Ec ; 
Husteel ; Arsenum Iodatum D6 + Associação ; 
Nifelat ; Atenolol + Nifedipino ; 
Tractocile ; Atosibano ; 
Theogórico Sobral ; Atropa Belladonna L. ; 
AAS Infantil ; Ácido Acetilsalicílico ; 
AAS Protect ; Ácido Acetilsalicílico ; 
AS-Med ; Ácido Acetilsalicílico ; 
Acetildor ; Ácido Acetilsalicílico ; 
Aspirina ; Ácido Acetilsalicílico ; 
Aspirina Prevent ; Ácido Acetilsalicílico ; 
Buferin Cárdio ; Ácido Acetilsalicílico ; 
Doril ; Ácido Acetilsalicílico ; 
Dormec ; Ácido Acetilsalicílico ; 
Ecasil 81 ; Ácido Acetilsalicílico ; 
Melhoral Infantil ; Ácido Acetilsalicílico ; 
Salicetil ; Ácido Acetilsalicílico ; 
Salipirin ; Ácido Acetilsalicílico ; 
Sedalive ; Ácido Acetilsalicílico ; 
Somalgin Cardio ; Ácido Acetilsalicílico ; 
Ácido Acetilsalicílico ; Ácido Acetilsalicílico ; 
Ácido Acetilsalicílico ; Ácido Acetilsalicílico ; 
AAS ; Ácido Acetilsalicílico ; 
Aceticil ; Ácido Acetilsalicílico ; 
Analgesin ; Ácido Acetilsalicílico ; 
Cafiaspirina ; Ácido Acetilsalicílico + Cafeína ; 
Melhoral Adulto ; Ácido Acetilsalicílico + Cafeína ; 
Alicura ; Ácido Acetilsalicílico + Cafeína ; 
Calmador ; Ácido Acetilsalicílico + Cafeína ; 
Fontol ; Ácido Acetilsalicílico + Cafeína ; 
Engov ; Ácido Acetilsalicílico + Cafeína + Hidróxido De Alumínio + Mepiramina ; 
Pósdrink ; Ácido Acetilsalicílico + Cafeína + Hidróxido De Alumínio + Mepiramina ; 
Sinutab ; Ácido Acetilsalicílico + Cafeína + Maleato De Clorfenamina ; 
Doril Enxaqueca ; Ácido Acetilsalicílico + Cafeína + Paracetamol ; 
Cibalena A ; Ácido Acetilsalicílico + Cafeína + Paracetamol ; 
Parador Duocaf ; Ácido Acetilsalicílico + Cafeína + Paracetamol ; 
Coristina D ; Ácido Acetilsalicílico + Maleato De Dexclorfeniramina + Cloridrato De Fenilefrina + Cafeína ; 
Superhist ; Ácido Acetilsalicílico + Maleato De Dexclorfeniramina + Cloridrato De Fenilefrina + Cafeína ; 
Aspirina C ; Ácido Acetilsalicílico + Ácido Ascórbico ; 
Melhoral C ; Ácido Acetilsalicílico + Ácido Ascórbico ; 
Lactasol ; Ácido Acético + Cloreto De Cálcio + Cloreto De Magnésio Hexaidratado + Cloreto De Potássio + Cloreto De Sódio ; 
Nefrosol CPHD Fração Ácida ; Ácido Acético + Cloreto De Cálcio + Cloreto De Magnésio Hexaidratado + Cloreto De Potássio + Cloreto De Sódio ; 
Argix ; Ácido Ascórbico + Aspartato De Arginina ; 
Aspargil C ; Ácido Ascórbico + Aspartato De Arginina ; 
Bioargi ; Ácido Ascórbico + Aspartato De Arginina ; 
Cenevit Arg ; Ácido Ascórbico + Aspartato De Arginina ; 
Starfor C ; Ácido Ascórbico + Aspartato De Arginina ; 
Targifor C ; Ácido Ascórbico + Aspartato De Arginina ; 
Argevit C ; Ácido Ascórbico + Aspartato De Arginina ; 
Dinavital ; Ácido Ascórbico + Aspartato De Arginina ; 
Dinavital C ; Ácido Ascórbico + Aspartato De Arginina ; 
Cebion Cálcio ; Ácido Ascórbico + Carbonato De Cálcio ; 
Vitercal C ; Ácido Ascórbico + Carbonato De Cálcio ; 
Calcium Sandoz F ; Ácido Ascórbico + Carbonato De Cálcio E-14 + Lactogliconato ; 
Bio C + Zinco ; Ácido Ascórbico + Gliconato De Zinco ; 
Cenevit Zinco ; Ácido Ascórbico + Gliconato De Zinco ; 
Energil C Amino ; Ácido Ascórbico + Gliconato De Zinco ; 
Energil Zinco ; Ácido Ascórbico + Gliconato De Zinco ; 
Redoxon Zinco ; Ácido Ascórbico + Gliconato De Zinco ; 
Viter C + Zinco Efervescente ; Ácido Ascórbico + Gliconato De Zinco ; 
Vitergyl Zinco ; Ácido Ascórbico + Gliconato De Zinco ; 
Vitazinc ; Ácido Ascórbico + Gliconato De Zinco ; 
Cebion Glicose ; Ácido Ascórbico + Glicose ; 
Frutoplex ; Ácido Ascórbico + Vitaminas Do Complexo B + Frutose ; 
Aminoplasmal L 10 A ; Ácido Aspártico + Ácido Glutâmico + Alanina + Arginina + Asparagina + Cloridrato De Ornitina + Fenilalanina + Glicina + Histidina + Isoleucina + Leucina + Levovalina + Metionina + Prolina + Serina + Tirosina + Treonina + Triptofana ; 
Aminosteril N Hepa 8% ; Ácido Aspártico + Ácido Glutâmico + Alanina + Arginina + Asparagina + Cloridrato De Ornitina + Fenilalanina + Glicina + Histidina + Isoleucina + Leucina + Levovalina + Metionina + Prolina + Serina + Tirosina + Treonina + Triptofana ; 
Aminosteril Nefro ; Ácido Aspártico + Ácido Glutâmico + Alanina + Arginina + Asparagina + Cloridrato De Ornitina + Fenilalanina + Glicina + Histidina + Isoleucina + Leucina + Levovalina + Metionina + Prolina + Serina + Tirosina + Treonina + Triptofana ; 
Aminoven 10% ; Ácido Aspártico + Ácido Glutâmico + Alanina + Arginina + Asparagina + Cloridrato De Ornitina + Fenilalanina + Glicina + Histidina + Isoleucina + Leucina + Levovalina + Metionina + Prolina + Serina + Tirosina + Treonina + Triptofana ; 
Aminoven 10% Infant ; Ácido Aspártico + Ácido Glutâmico + Alanina + Arginina + Asparagina + Cloridrato De Ornitina + Fenilalanina + Glicina + Histidina + Isoleucina + Leucina + Levovalina + Metionina + Prolina + Serina + Tirosina + Treonina + Triptofana ; 
Aminoven 15% ; Ácido Aspártico + Ácido Glutâmico + Alanina + Arginina + Asparagina + Cloridrato De Ornitina + Fenilalanina + Glicina + Histidina + Isoleucina + Leucina + Levovalina + Metionina + Prolina + Serina + Tirosina + Treonina + Triptofana ; 
Amixal ; Ácido Aspártico + Ácido Glutâmico + Alanina + Arginina + Asparagina + Cloridrato De Ornitina + Fenilalanina + Glicina + Histidina + Isoleucina + Leucina + Levovalina + Metionina + Prolina + Serina + Tirosina + Treonina + Triptofana ; 
Nutriflex Lipid Peri ; Ácido Aspártico + Ácido Glutâmico + Alanina + Arginina + Asparagina + Cloridrato De Ornitina + Fenilalanina + Glicina + Histidina + Isoleucina + Leucina + Levovalina + Metionina + Prolina + Serina + Tirosina + Treonina + Triptofana ; 
Nutriflex Lipid Plus ; Ácido Aspártico + Ácido Glutâmico + Alanina + Arginina + Asparagina + Cloridrato De Ornitina + Fenilalanina + Glicina + Histidina + Isoleucina + Leucina + Levovalina + Metionina + Prolina + Serina + Tirosina + Treonina + Triptofana ; 
Nutriflex Lipid Special ; Ácido Aspártico + Ácido Glutâmico + Alanina + Arginina + Asparagina + Cloridrato De Ornitina + Fenilalanina + Glicina + Histidina + Isoleucina + Leucina + Levovalina + Metionina + Prolina + Serina + Tirosina + Treonina + Triptofana ; 
Nutriflex Plus ; Ácido Aspártico + Ácido Glutâmico + Alanina + Arginina + Asparagina + Cloridrato De Ornitina + Fenilalanina + Glicina + Histidina + Isoleucina + Leucina + Levovalina + Metionina + Prolina + Serina + Tirosina + Treonina + Triptofana ; 
Micotiazol ; Ácido Benzoico + Ácido Salicílico + Iodo Metálico ; 
Dermicon ; Ácido Benzoico + Ácido Salicílico + Iodo Metálico ; 
Dermicosan ; Ácido Benzoico + Ácido Salicílico + Iodo Metálico ; 
Verutex ; Ácido Fusídico ; 
Ácido Fusídico ; Ácido Fusídico ; 
Veruf ; Ácido Fusídico ; 
Verutex H ; Ácido Fusídico ; 
Ácido Fusídico ; Ácido Fusídico ; 
Verutex B ; Ácido Fusídico + Valerato De Betametasona ; 
Ácido Fusídico + Valerato de Betametasona ; Ácido Fusídico + Valerato De Betametasona ; 
Dermorutex B ; Ácido Fusídico + Valerato De Betametasona ; 
Veruderm B ; Ácido Fusídico + Valerato De Betametasona ; 
Ácido Fusídico + Valerato de Betametasona ; Ácido Fusídico + Valerato De Betametasona ; 
Ácido Fusídico + Valerato de Betametasona ; Ácido Fusídico + Valerato De Betametasona ; 
4G Folic ; Ácido Fólico ; 
Acfol ; Ácido Fólico ; 
Afolic ; Ácido Fólico ; 
Afopic ; Ácido Fólico ; 
Befolik ; Ácido Fólico ; 
Endofolin ; Ácido Fólico ; 
Femme Fólico ; Ácido Fólico ; 
Fertisop ; Ácido Fólico ; 
Folacin ; Ácido Fólico ; 
Folifolin ; Ácido Fólico ; 
Folin ; Ácido Fólico ; 
Foliron ; Ácido Fólico ; 
Folonin ; Ácido Fólico ; 
Materfolic ; Ácido Fólico ; 
Neo Folico ; Ácido Fólico ; 
Bravitan ; Ácido Fólico ; 
Enfol ; Ácido Fólico ; 
Ferro Aminoácido Quelato + Ácido Fólico ; Ácido Fólico ; 
Folantine ; Ácido Fólico ; 
Folipur ; Ácido Fólico ; 
Dtn-Fol  ; Ácido Fólico + Acetato De Dextroalfatocoferol ; 
Envid ; Ácido Fólico + Acetato De Racealfatocoferol ; 
Tenavit ; Ácido Fólico + Cloridrato De Piridoxina + Cianocobalamina ; 
Noripurum Fólico ; Ácido Fólico + Ferromaltose ; 
Foliron ITF ; Ácido Fólico + Glicinato Férrico ; 
Dotarem ; Ácido Gadotérico ; 
Gammar ; Ácido Gamaminobutírico ; 
Glicolic ; Ácido Glicólico ; 
Sensipel ; Ácido Graxo + Associações ; 
Adaptis Fresh ; Ácido Hialurônico ; 
Hyaludermin ; Ácido Hialurônico ; 
Esthelis Soft ; Ácido Hialurônico ; 
Fillerina ; Ácido Hialurônico ; 
Fortelis Extra ; Ácido Hialurônico ; 
Hyalgel ; Ácido Hialurônico ; 
Hydracid Fill In ; Ácido Hialurônico ; 
Mesolis Plus ; Ácido Hialurônico ; 
Modelis Shape ; Ácido Hialurônico ; 
Samui ; Ácido Hialurônico + Centela Asiática + Água Termal ; 
Samui Lift Extrem Serum ; Ácido Hialurônico + Centela Asiática + Água Termal ; 
Hyaly Topic ; Ácido Hialurônico + Syn Ake + Associações ; 
Samui Lift Serum ; Ácido Hialurônico + Água Termal ; 
Telebrix 30 Meglumina ; Ácido Ioxitalâmico + Meglumina ; 
Telebrix 35 ; Ácido Ioxitalâmico + Meglumina ; 
Telebrix Coronar ; Ácido Ioxitalâmico + Meglumina ; 
Telebrix Hystero ; Ácido Ioxitalâmico + Meglumina ; 
Hexabrix 320 ; Ácido Ioxáglico + Meglumina ; 
Livten ; Ácido Linoleico + Linoleico + Oleico + Vitamina E Por Óleo De Borragem ; 
Livten L ; Ácido Linoleico + Linoleico + Oleico + Vitamina E Por Óleo De Borragem ; 
Ponsdril ; Ácido Mefenâmico ; 
Ponstan ; Ácido Mefenâmico ; 
Pontin ; Ácido Mefenâmico ; 
Ácido Mefenamico ; Ácido Mefenâmico ; 
Ácido Mefenâmico ; Ácido Mefenâmico ; 
Ácido Mefenâmico ; Ácido Mefenâmico ; 
Ácido Mefenâmico ; Ácido Mefenâmico ; 
Ácido Mefenâmico ; Ácido Mefenâmico ; 
Pontrex ; Ácido Mefenâmico ; 
Standor ; Ácido Mefenâmico ; 
Naluril ; Ácido Nalidíxico ; 
Wintomylon ; Ácido Nalidíxico ; 
Cordaptive ; Ácido Nicotínico ; 
Metri ; Ácido Nicotínico ; 
Acinic ; Ácido Nicotínico ; 
Pipurol ; Ácido Pipemídico ; 
Adaptis Gel ; Ácido Poliacrílico ; 
Refresh ; Ácido Poliacrílico ; 
Vagidrat ; Ácido Poliacrílico ; 
Vidisic ; Ácido Poliacrílico ; 
A Curitybina ; Ácido Salicílico ; 
Calotrat Plantar ; Ácido Salicílico ; 
Kalloplast ; Ácido Salicílico ; 
Kalocar Acid ; Ácido Salicílico ; 
Pasta Parisiense ; Ácido Salicílico ; 
Pomada Santheo ; Ácido Salicílico ; 
Polvilho Antisséptico Granado ; Ácido Salicílico + Ácido Bórico + Enxofre + Óxido De Zinco ; 
Polvilho Antisséptico Granado Fresh ; Ácido Salicílico + Ácido Bórico + Enxofre + Óxido De Zinco ; 
Polvilho Antisséptico Granado Pink ; Ácido Salicílico + Ácido Bórico + Enxofre + Óxido De Zinco ; 
Polvilho Antisséptico Granado Sport ; Ácido Salicílico + Ácido Bórico + Enxofre + Óxido De Zinco ; 
Calotrat ; Ácido Salicílico + Ácido Láctico ; 
Dermafree ; Ácido Salicílico + Ácido Láctico ; 
Calomed ; Ácido Salicílico + Ácido Láctico ; 
Kalocar ; Ácido Salicílico + Ácido Láctico ; 
Thioctacid ; Ácido Tióctico ; 
Ursacol ; Ácido Ursodesoxicólico ; 
Vodsso ; Ácido Valpróico ; 
Aclasta ; Ácido Zoledrônico ; 
Zolibbs ; Ácido Zoledrônico ; 
Zometa ; Ácido Zoledrônico ; 
Ácido Zoledrônico ; Ácido Zoledrônico ; 
